id,seed1,seed2,comparison_type,jaccard_similarity,spearman_correlation,kendall_tau
14027,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14027,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14027,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14027,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14027,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14118,3279,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
14118,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14118,14593,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14118,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14118,83811,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14118,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14118,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14153,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14153,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14153,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14153,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14153,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14314,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,3279,14593,lime_top5_names,0.6666666666666666,0.5428571428571429,0.3333333333333333
14423,3279,83811,lime_top5_names,1.0,0.7999999999999999,0.6
14423,3279,97197,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
14423,14593,83811,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
14423,14593,97197,lime_top5_names,0.42857142857142855,0.5636363636363636,0.44999999999999996
14423,83811,97197,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
14423,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14423,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,3279,14593,lime_top5_names,1.0,-0.3,-0.19999999999999998
14476,3279,83811,lime_top5_names,1.0,0.09999999999999999,0.0
14476,3279,97197,lime_top5_names,1.0,0.19999999999999998,0.19999999999999998
14476,14593,83811,lime_top5_names,1.0,0.0,0.0
14476,14593,97197,lime_top5_names,1.0,0.3,0.19999999999999998
14476,83811,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
14476,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14476,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,3279,14593,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
14579,3279,83811,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
14579,3279,97197,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
14579,14593,83811,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
14579,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14579,83811,97197,lime_top5_names,1.0,0.7,0.6
14579,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14579,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,3279,14593,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
14754,3279,83811,lime_top5_names,1.0,0.7,0.6
14754,3279,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
14754,14593,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
14754,14593,97197,lime_top5_names,1.0,0.7,0.6
14754,83811,97197,lime_top5_names,1.0,0.39999999999999997,0.39999999999999997
14754,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14754,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14859,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14951,3279,14593,shap_top5_names,1.0,1.0,1.0
14951,3279,83811,shap_top5_names,1.0,1.0,1.0
14951,3279,97197,shap_top5_names,1.0,1.0,1.0
14951,14593,83811,shap_top5_names,1.0,1.0,1.0
14951,14593,97197,shap_top5_names,1.0,1.0,1.0
14951,83811,97197,shap_top5_names,1.0,1.0,1.0
14965,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14965,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14965,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14965,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14965,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14965,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14965,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,3279,14593,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14975,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
14975,3279,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
14975,14593,83811,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
14975,14593,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
14975,83811,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14975,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14975,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,3279,14593,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14984,3279,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14984,3279,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
14984,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
14984,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,3279,14593,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15084,3279,83811,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
15084,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
15084,14593,83811,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
15084,14593,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
15084,83811,97197,lime_top5_names,0.42857142857142855,0.6545454545454545,0.44999999999999996
15084,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15084,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,3279,14593,lime_top5_names,0.42857142857142855,0.2,0.15
15185,3279,83811,lime_top5_names,0.42857142857142855,0.5818181818181818,0.35
15185,3279,97197,lime_top5_names,0.6666666666666666,-0.08571428571428573,0.06666666666666665
15185,14593,83811,lime_top5_names,0.42857142857142855,0.38181818181818183,0.25
15185,14593,97197,lime_top5_names,0.42857142857142855,0.36363636363636365,0.25
15185,83811,97197,lime_top5_names,0.25,0.025,0.0
15185,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15185,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,3279,14593,lime_top5_names,1.0,0.7,0.6
15194,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,3279,97197,lime_top5_names,1.0,0.7,0.6
15194,14593,83811,lime_top5_names,1.0,0.7,0.6
15194,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,83811,97197,lime_top5_names,1.0,0.7,0.6
15194,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15194,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
15351,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
15351,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
15351,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15351,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,3279,14593,lime_top5_names,0.6666666666666666,0.6,0.4666666666666666
15353,3279,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
15353,3279,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
15353,14593,83811,lime_top5_names,0.6666666666666666,0.7142857142857143,0.6
15353,14593,97197,lime_top5_names,0.6666666666666666,0.7142857142857143,0.6
15353,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15353,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,3279,14593,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
15418,3279,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15418,3279,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
15418,14593,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15418,14593,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15418,83811,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
15418,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15418,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,3279,14593,lime_top5_names,0.6666666666666666,0.4285714285714286,0.2
15457,3279,83811,lime_top5_names,0.6666666666666666,0.3714285714285715,0.06666666666666665
15457,3279,97197,lime_top5_names,0.6666666666666666,0.5428571428571429,0.3333333333333333
15457,14593,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
15457,14593,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
15457,83811,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15457,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15457,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,3279,14593,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15482,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,3279,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15482,14593,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15482,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,83811,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
15482,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15482,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,3279,14593,lime_top5_names,0.42857142857142855,0.36363636363636365,0.25
15695,3279,83811,lime_top5_names,0.42857142857142855,0.4,0.35
15695,3279,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
15695,14593,83811,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
15695,14593,97197,lime_top5_names,0.42857142857142855,0.6545454545454545,0.44999999999999996
15695,83811,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
15695,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15695,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,3279,14593,lime_top5_names,0.42857142857142855,0.5636363636363636,0.44999999999999996
15970,3279,83811,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
15970,3279,97197,lime_top5_names,0.6666666666666666,0.5428571428571429,0.4666666666666666
15970,14593,83811,lime_top5_names,0.42857142857142855,0.5636363636363636,0.44999999999999996
15970,14593,97197,lime_top5_names,0.42857142857142855,0.38181818181818183,0.25
15970,83811,97197,lime_top5_names,0.6666666666666666,0.6,0.4666666666666666
15970,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
15970,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16026,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16026,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16026,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16026,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16026,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16124,3279,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
16124,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16124,14593,83811,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
16124,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16124,83811,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
16124,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16124,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,3279,83811,lime_top5_names,1.0,0.3,0.19999999999999998
16146,3279,97197,lime_top5_names,0.6666666666666666,0.6,0.4666666666666666
16146,14593,83811,lime_top5_names,1.0,0.3,0.19999999999999998
16146,14593,97197,lime_top5_names,0.6666666666666666,0.6,0.4666666666666666
16146,83811,97197,lime_top5_names,0.6666666666666666,0.5428571428571429,0.4666666666666666
16146,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16146,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16149,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16149,3279,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
16149,3279,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
16149,14593,83811,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
16149,14593,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
16149,83811,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
16149,3279,14593,shap_top5_names,1.0,1.0,1.0
16149,3279,83811,shap_top5_names,1.0,1.0,1.0
16149,3279,97197,shap_top5_names,1.0,1.0,1.0
16149,14593,83811,shap_top5_names,1.0,1.0,1.0
16149,14593,97197,shap_top5_names,1.0,1.0,1.0
16149,83811,97197,shap_top5_names,1.0,1.0,1.0
16252,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16252,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16252,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16252,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16252,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
16252,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16252,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,3279,14593,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
16284,3279,83811,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
16284,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,14593,83811,lime_top5_names,0.6666666666666666,0.7142857142857143,0.4666666666666666
16284,14593,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
16284,83811,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
16284,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16284,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,3279,14593,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
16299,3279,83811,lime_top5_names,0.6666666666666666,0.3714285714285715,0.3333333333333333
16299,3279,97197,lime_top5_names,1.0,0.7999999999999999,0.6
16299,14593,83811,lime_top5_names,0.6666666666666666,0.5428571428571429,0.4666666666666666
16299,14593,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
16299,83811,97197,lime_top5_names,0.6666666666666666,0.7142857142857143,0.6
16299,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16299,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
16380,3279,14593,lime_top5_names,0.42857142857142855,0.4,0.35
