id,seed1,seed2,comparison_type,jaccard_similarity,spearman_correlation,kendall_tau
1993,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
1993,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
1993,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
1993,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
1993,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
1993,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
1993,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
1993,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
1993,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
1993,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
1993,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,3279,14593,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
2186,3279,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
2186,3279,97197,lime_top5_names,0.42857142857142855,0.6545454545454545,0.44999999999999996
2186,14593,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2186,14593,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2186,83811,97197,lime_top5_names,0.6666666666666666,0.8857142857142858,0.7333333333333333
2186,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2186,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,3279,14593,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2285,3279,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2285,3279,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2285,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2285,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,3279,14593,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
2396,3279,83811,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
2396,3279,97197,lime_top5_names,0.42857142857142855,0.6545454545454545,0.44999999999999996
2396,14593,83811,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
2396,14593,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
2396,83811,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
2396,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2396,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,3279,14593,lime_top5_names,0.6666666666666666,0.6571428571428573,0.6
2402,3279,83811,lime_top5_names,0.6666666666666666,0.6,0.4666666666666666
2402,3279,97197,lime_top5_names,1.0,0.39999999999999997,0.39999999999999997
2402,14593,83811,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2402,14593,97197,lime_top5_names,0.6666666666666666,0.6571428571428573,0.4666666666666666
2402,83811,97197,lime_top5_names,0.6666666666666666,0.4285714285714286,0.3333333333333333
2402,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2402,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2600,3279,83811,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
2600,3279,97197,lime_top5_names,0.42857142857142855,0.6909090909090909,0.5499999999999999
2600,14593,83811,lime_top5_names,0.6666666666666666,0.7142857142857143,0.4666666666666666
2600,14593,97197,lime_top5_names,0.6666666666666666,0.8285714285714287,0.7333333333333333
2600,83811,97197,lime_top5_names,0.6666666666666666,0.7714285714285715,0.6
2600,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2600,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,3279,14593,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2607,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2607,3279,97197,lime_top5_names,0.6666666666666666,0.48571428571428577,0.3333333333333333
2607,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2607,14593,97197,lime_top5_names,0.6666666666666666,0.48571428571428577,0.3333333333333333
2607,83811,97197,lime_top5_names,1.0,0.3,0.19999999999999998
2607,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2607,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2696,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,14593,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2696,14593,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2696,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2696,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,3279,14593,lime_top5_names,0.6666666666666666,0.5428571428571429,0.4666666666666666
2753,3279,83811,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2753,3279,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2753,14593,83811,lime_top5_names,0.42857142857142855,0.4909090909090909,0.35
2753,14593,97197,lime_top5_names,0.6666666666666666,0.48571428571428577,0.3333333333333333
2753,83811,97197,lime_top5_names,0.6666666666666666,0.942857142857143,0.8666666666666666
2753,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2753,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,3279,14593,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,3279,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2839,14593,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,14593,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2839,83811,97197,lime_top5_names,1.0,0.8999999999999998,0.7999999999999999
2839,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2839,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,3279,14593,lime_top5_names,1.0,0.7,0.6
2856,3279,83811,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,3279,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,14593,83811,lime_top5_names,1.0,0.7,0.6
2856,14593,97197,lime_top5_names,1.0,0.7,0.6
2856,83811,97197,lime_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,3279,14593,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,3279,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,3279,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,14593,83811,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,14593,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
2856,83811,97197,shap_top5_names,1.0,0.9999999999999999,0.9999999999999999
